business_id,text,restaurant
soXuQKWP-5XX18v6aKXKTw,"Yea, Montreal. This is real coffee. We tried a Tim Horton's Glacee and seriously could not drink more then 2 sips. Pass on \roll up the rim\"", and sprint over to the <restaurant>Starbucks</restaurant> if you want to taste real coffee. Coffee, and location = 5 stars, but service was a tad slow.  American visitors may need to ask for more ice in the iced coffee if you want it like you get it at home.""",1
YUCFf9FJg1YgP9CAvl4_GQ,"This is the first time We went to the <restaurant>Bucket Co.</restaurant> Friday night for some drinks and food around 8 pm. The restaurant was busy but only had to wait around 10 min. for a table. The restaurant is not that big and is the sister company Made In Mexico.   Our drinks were alright, nothing crazy special -very standard.  Our food took about 40 min to receive. . Service was slow.  We ordered a <dish>sampler platter</dish> which was not good at all - it was full of grease, calamari tasted like rubber, the stuffing in the other items was almost empty and mainly only deep fried wraps.  Our friend ordered a <dish>battered fish bucket</dish> with coleslaw as the side. He said it was pretty good assuming you enjoy fish and chips. The chips were deep fried potato chips essentially.   The servers all were very nice and couteous. We also noticed the bar tender talking to many different tables to say hello. Our waitress noticed we ate less than half our platter and had offered to take it off our bill... which was nice of her to do so since we were prepared to pay for it.  Overall,  if you enjoy fish and chips and your food deep fried then this place would be a good fit for you.  Otherwise, this would not my first choice of restaurant recommendations.  We most likely would not visit the restaurant again because of the menu options.",1
BO3JyrAwb1aHypE7KXbqIg,"Quite concerned about stars this company has been receiving. Not only did we receive poor customer service, but we were also faced with the company's inability to comply with its contractual obligations, unsatisfactory and partial performance by its employee (Kevin), and the company's inability to provide relief to damages caused to the property by the employee. This company does not deserve the praise that they have been receiving and this should serve as a warning to those considering using its services. Legal action will be taken in order to recover damages.",0
fcpGO67gqGptI-1vZpXPtA,"4 stars for the food served here. 1 star for the service - apparently not enough waiters/ waitresses serve customers, and almost all of them are overloaded with the work here. My friends and I waited for more than half an hour to have all of our dishes on table. Manners are poor with some of the waiters. :( All in all, you may come here to have a taste of <dish>Lan Zhou noodles</dish>, however, don't expect more of the service here.",1
QiVRPkiJM173FrExsfFgbQ,"Don't go the store...rude customer service, and the price tag is s b, awful shopping experience, I love this brand but I won't go this store ever again.",0
mlOFd0pHDcav5hcnbKJiXQ,"ANAZING! I love their <dish>poke salad</dish>, so much flavor, a bit in the spicy side but I'm a fan of spicy, if you want to kick it up a notch I suggest the <dish>lava sauce</dish>.",1
bj_23h2SO3E0xOactEyePA,"This has been my go to Office Depot ever since I moved to Vegas/Henderson. There isn't a whole lot to say here. The staff always seem very friendly every time we are in there and the store is always clean and well stocked.   I will however be honest that I avoid going here unless I need last minute supplies. For things like ink and color copies, this place is ridiculously overpriced. Prices are comparable to Staples and similar chain office supply stores, but nonetheless overpriced. While I am glad they have a \frequent buyer\"" type program, having to go online to activate the coupon is a pain. It should be automatic on your card in my opinion.""",0
hbCb2z5xmLndisfU03_cCg,"I tried the <dish>pomegranate and pineapple juice</dish> both were very sweet and artificially flavoured. Its just the name freshly squeezed, it feels they are actually using bottled juices. I won't go back to this place ever.",1
VOvcCzgnhyJ63r3Xk5gvpQ,"Walked in at 4:30 to order a <dish>medium pizza</dish> to be picked up 30 minutes later. Paid, left, came back 30 minutes later and...... NO PIZZA! There was a shift change within the 30 minutes I had been gone and whoever took and lost my order left. The poor guys that just started their shift had no clue what was going on and scrambled to fulfill my order. They were apologetic and threw in free breadsticks. Not sure about quality and taste of food... still sitting here waiting..... So much for trying to save some time.",1
jqOwxL3g8ZIagujompYALw,I travel for work and visit barber shops all around the world. This one has the best service of them all. Thank you.,0
H8RPjZJMrDC7nNcx2S6nHQ,"If you expect customer service from this place you will be disappointed. So my gf and I decided to use our tax returns this year to purchase a bed set. We got the frame from them and our mattress from Amazon.   Several months later the bedframe is infested with bed bugs and makes it essentially useless. The mattress itself is in a sealed cover and has no signs of bugs once removed from the frame.  And we were told by the exterminators they were probably brought in by the bed frame. There is no box spring/foundation as this frame came with wooden slats.  I tried to give customer service a chance an follow up with them directly. Their response was this \Bed bugs would actually reside inside of the mattress or foundation (( box springs) Not within your wooden bed headboard or footboard.\""  We were initially very impressed with this store and their products but after this experience we will no longer be shopping here.""",0
ZQ_Q4-VbD8I6o_fDs4MJIg,"Artistic Tattoo is a wonderful shop! The shop has been around for years, and has always had a stellar reputation.   I finally got my first piece done here, by Candice--a watercolor style rose with some script. She put up with my anal retentive attention to detail on the sketch, and I couldn't be happier with how it turned out. I got it done less than a week ago, and it's healing beautifully.   Candice is fresh out of apprenticeship, and was honest about her background and experience--I'm so glad I trusted her with this piece, because it looks like someone seriously painted the rose right on my shoulder! I got my first compliment on the piece when I went out for dinner immediately after getting it done, and the compliments have kept coming!  With tattoos, you often get what you pay for - but Artistic Tattoo and Candice are both incredibly fair and upfront with their prices!  Once it heals fully, I'll definitely be putting a photo up.",0
lGNw9h6npTYgEYPK2U58Ww,"Wife and I had the <dish>Lamb Vindaloo</dish>, <dish>Chana masala</dish>, <dish>basmati rice</dish> along with the <dish>veggie pakora</dish> and <dish>samosa</dish>. All of it was great. The perfect amount of spice for us. The staff was great. Nice touch to give the option of cold or room temperature water. Who does that?  Service was awesome and attentive. My only detracting if I had to have one. 5 tv's and they were all on. Doesn't for the atmosphere at all. Maybe not put on the best of UFC fights. Lol. All in all a great experience and we will be back.",1
P-na-PyTJTL-uZ15vEg6zA,"Nice little place, great ambiance, <dish>coffee</dish> was great, <dish>pastries</dish> were fresh, and I was pleasantly surprised by the price (especially with free refills.) 5 stars.",1
wp44-LcNJCUnle5JkVXkbw,We were at work and couldn't leave so we got delivery. They said about 20 minutes and it was a half hour so that wasn't bad. We got a <dish>3 topping large pizza</dish> it was pretty good it arrived hot. It was $21.00 plus a tip. I thought that was high for a pizza there not that big. Also he didn't have a receipt,1
sOf5D_Dw3fu5RVz3K-M6_A,It should not take 25 minutes in the drive-through with only one car ahead of you. The <dish>sandwich</dish> did not look anything like the pictures. A total fail,1
6ijZO9TWdl6lTLqe5G5XWA,So called manager was very rude. I was hung up on multiple times. I wouldn't order from here based on the poor leadership that these employees are under. Who knows what is happening near there pizza?,1
5rsf7pIF8IC3XEVZn6vyAg,"Worst Dr office ever!!!!!! Went in for regular check up and bloodwork. Never got results. I called every single day for 2 wks Never got a call back. 6 mos.......still no results!!!! Not to mention her MA reeked like pot when she walked in the exam room!!!!! Never going back, I've  had better service at the dmv!!!!!!!",0
ylUmcgkA1WgBfSad7njEvw,"Lloyd is a deplorable communucator, and his case load was so heavy that he was unable to provide the basics if his fiduciary obligations... A good attourney can be an assett or complete hindrance, in my case he was worse than a hindrance.. There are many bad attourneys out there and that would be a step up from my experience with Mr.Tate....",0
7ofHjMeqaEufTlAvZ76_qQ,"We've been checking out local Georgetown <occasion>breakfast</occasion> eateries with each visit we make to our future new town. We decided to give <restaurant>Georgeview</restaurant> a go after a quick Yelp search.   The interior is idyllic with a traditional diner vibe to it. The staff were incredibly kind with prompt service.   The menu consisted of typical diner eats - breakfast options, sandwiches, and grilled chicken options. (I will have to give the deep fried pickles ago.)   Coffee was delicious and tends to be something I base a lot of my 'go-to-breakfast' haunts off of.   The food portions were generous, <dish>eggs</dish> were cooked perfectly; <dish>pancakes</dish> had a 'made by mom' feel to them which was most appreciated.   We'll definitely be back with our moving date looming upon us!"
2K11TUaoYPAUt_DKn6LKbQ,"it a beautiful little mini cafe, on a local street.  the feeling when walking in is very cozy and welcoming :) great place to sit and have coffee and a good chit-chat",1
RKeUQD0UCm3X3Cze6IZ_PQ,"Great work at a fair price. I needed some work done on my Ford Fusion and was recommended Mello Motive from a friend. I'm always concerned with car mechanics because I don't know what I'm talking about so it opens me up to being overcharged. I was happy to hear the problem with my radiator was much easier to fix than I assumed, and wayyyy cheaper. I'm happy I found a honest shop for all my future repairs.",0
fogKzrlNqkKVGz3V8wId-w,"Great little neighborhood coffee shop.  I was in town for the Ironman and needed my morning jolt to get the day going.  Barista was friendly, and the coffee was strong enough to shake off the 14 hour drive I just finished.    If you are in the neighborhood, this beats a chain any day of the week.",1
Spq1BUGR3TbhpK9lW3ZnYw,I was referred to Big O by a friend. I received an estimate and decided to go ahead with the services I needed. Jay was very helpful and knowledgeable about the tires and services that my car required. He kept me up to speed on the progress of my vehicle throughout the day.,0
4By12d6bCwGS-v-_u3m_4Q,"I was here recently for the Las Vegas jazz festival and this place was the perfect venue. There were rows of grassy areas with walkways in between, and it is constructed in such a way that no matter where you sit you have a good view of the stage. There are plenty of trees for shade on the higher ground. This venue would be excellent for just about any outdoor show or event requiring a stage.",0
nZS3Zv36uJOELtNP-ogvOQ,"Very good service and food is outstanding. They also have a varied selection of menu items, but the <dish>smoked meat</dish> and <dish>nacho fries</dish> are the best!",1
654tQNXK-8DftQbyrL75Gw,"This is a great BBQ house, take out only but a hidden Gem, all staff come out a say hello here! This is a must place to get food!",1
DKpzaYn564CeWdY7nlRHtQ,"We were referred to Howard by a friend and have been so impressed. Each time I bring my car in, he tells me the minimum I need to have done (as opposed to the maximum at other places).  The price is always lower than I imagine. Last time, the steering wheel was shaking, I thought there were a lot of problems. Howard test drove my car, drained and refilled the power steering fluid, then told me the real problem was my tires.  He sent me to a tire place and DIDN'T CHARGE ME A A DIME. He is a great guy. (I love that his shirt says \Howard,\"" it's awesome.)""",0
sOf5D_Dw3fu5RVz3K-M6_A,"Drive thru: Ordered a <dish>turkey wrap</dish>, no tomato (I'm allergic). Of course, when I got my wrap, it had tomato. And the rest of the ingredients were sloppy and covered with excessive sauce. <dish>Curly fries</dish> were obviously cooked a long time before I got there. Anyway, went inside to get my order corrected and the teenagers that were working were helpful and polite. However, the \cook\"" was rude about making the correct order. I accepted the fact he got it right and hurried home. Surprise, surprise, he did not. Once again all the ingredients were slopped together on a stale wrap. There was ranch and mayo on it, no mustard. Seems silly, but that's not even a correct order yet again. I have ordered here before, almost always have an issue but tonight was the last time. Go elsewhere. Carl's Jr and Capriottis are across the street. Give them your business.""",1
C9O56wJPzmB8YtzOoy_bBA,"Wanted to give this place more stars because I did thoroughly enjoyed my <dish>sushi</dish> (although it is mall sushi). However, it took me too long to get three rolls of sushi, about 20 minutes, and everyone else who came in after me had left. Although I did order the <dish>sushi balls</dish> and the <dish>special sushi</dish>... The <dish>sushi</dish> is a bit pricey - faring about $4-$8 a roll. I come from Brooklyn,  so I gawked a bit when the total for three rolls came up to CA$25! I'll try other places in Montreal next time, but for now, I would say this place is fair...",1
00idQeDRVoL8WN4J7TnEJQ,"<restaurant>Hello Pho</restaurant> from BKK  I love your food and store. The store, food, access are clean. Actually, I think this V restaurant is  one of the cleanest  V restaurant in Toronto, Markham, and Miss. Love <dish>pork with lemon glass</dish>.  Never try Pho here, but my gf likes it.",1
n3DeiQA6rh9xkDbZikQ1hw,"Amy is truly amazing!!! I hired her to help coordinate my wedding and it was the best decision I made in regards to my wedding. She was available to meet multiple times before the wedding in order to go over what I wanted and what she would need to do the day of the wedding. Amy even visited the wedding site months before so she would have a better idea of where things were. Then Amy completely coordinated the rehearsal. She was a million times better and more organized than the wedding coordinator the venue provided.  The day of my wedding was a dream and ran completely smooth (even though it rained!). Amy was organized down to the tiniest detail. She even made sure I drank water and had food in my stomach. She is an expert at coordinating others. Amy had no problem directing the other vendors and my decorating helpers.  Amy, I cannot say thank you enough! You took all of the stress off of me and I was able to enjoy my big day! I recommend Amy and Adam to ANYONE!!! They are the best and know what they are doing!",0
ZNnCj58bx9QrkR7UBlKVrg,"Yesterday I smelled THAT smell - the one that tells you that something electrical is burning out!  Sure enough, my evap cooler motor had fried, and didn't make it through the night.   This morning I took it off and schlepped it up to Indoor Comfort Supply, my go-to place for evaporative cooler parts of a higher quality than the big box store carries, plus friendly and knowledgeable advice. Sure enough, Brian had the motor in stock.  He took pity on this Do-It-Herself on a day that is forecast to top out at 112 degrees, and put the kit together for me.  I appreciate anyone lessening my time on the roof on a day like today!  It's all done and checking in at 78 degrees - yay! I first found this place in the middle of winter, when my roof was being replaced and my roofer suggested that I change the rusted out cooler legs, as long as they were off anyway.  The folks here have always been helpful, and gone out their way to assist me with any questions I have about my evaporative cooler. You don't need to be a rocket scientist to repair a swamp cooler, but their website is very informative and the expert advice is worth the trip for me! FYI, I think the hours on this listing might be a bit off - I found them open at 8 am today (Friday).",0
xUvgrDdKhcmaP6Zv0ssb6A,I recommend this place to anyone wanting good flavorful Mexican food. My go to is <dish>Carne Picado</dish>. Delicious blend of onions peppers jalapenos & tender beef chunks. Have to have the house <dish>margarita</dish> to pair it with...mmmm good.,1
KXuxrutwhfZCuz_y8Qurcg,"This was the worse experience I have ever had with them.  I walked in to open an account for my daughter sat for 15 minutes with anyone acknowledging me.  A \banker\"" came from outside who was so rude and didn't even say Hi,HELLO, or anything a bank teller felt bad and came and asked if we have been helped, and I said no we want to open account .  She went 3 time back and fort to asking question.if we have ID, school ID, passport? And we said yes to all of it. Then she told the teller sorry I do t have time today I have an appointment 5 you have to go somewhere else .  I couldn't believe my ears and my eyes. What I experienced with them.  I have my mortgage,my business and personal account with them.  I AM CLOSING ALL MY ACCOUNTS WITH THEM.  I will refinance my house and will go to another bank.""",0
aD-YA02i2xAqLBDon1tzIQ,"very cool restaurant  open kitchen, great service, great staff  my only complaint here are the portions.  don't go here if you are hungry - this place is more about presentation.  very good, but very small.  This placed was packed on a random weeknight, so make sure to call ahead for rezzies.",1
Rs0-Od1CbhDIwDaPxAaVjg,Fantastic service. Asked for a freshly made <dish>chicken sandwich</dish> and was not disappointed. <dish>Mashed potatoes</dish> was delicious and the <dish>fries</dish> were fresh. My go-to <restaurant>popeyes</restaurant>.,1
KSs-2LUi1wN_797WgBCbhQ,"I purchased my first brand new motorcycle from Moto Guzzi Madison last week, and couldn't be happier with it!  After searching the region for just the right bike to fit my taste and my petite size, Jeremy went out of his way to make sure I got the perfect V7 III to upgrade from my sad Buell Blast. Jeremy is extremely knowledgable about the Moto Guzzi line, and provided me with more information than I could ever need when I took delivery of my new V7 III.  My first two rides of the season have been quite exciting, and I can't wait for future adventures on this beautiful bike.",0
_ZW2TjymKRvmJ0usDGbZug,"This center is amazing, and my son has had many classes, and many great experiences there. He was in the pre-school, several gymnastics and bounce classes, arts & crafts and martial arts. They have always been helpful and I have enjoyed using their facility as well for the weight room and for events that we held. This center is excellent.",0
Uw_MG7yg967a1Y5OA57jGA,"This is one of my old man's regular haunts.  You know it's quality when the are two middle aged German women working the counter who dont really speak English.  Great selection of German <dish>cold cuts</dish>, <dish>cheeses</dish> and <dish>breads</dish>.  They have a wide selection of authentic <dish>Rye breads</dish> (some weigh like 10 lbs).  Definitely worth the trip if it's just for the <dish>double smoked bacon</dish>.",1
DKJGvmv9PNg31iaoIh5KBw,Awful just awful customer service skills a very very long wait to only pay my bill with 4 people there I will not be coming back to this location.,1
pFiHYTqH5t9cWqYN-NbQ-w,"Not often do I feel sorry for a restaurant owner because every time that I go to the Woodside Square food court, this place is deserted.  I can only speculate that the high school students across the street must eat here and that is why this place is still here.  On this occasion, I was in the mood for <dish>chicken pad Thai</dish>, which was on the menu. It seemed reasonably priced at $5.99.  While I was waiting my wife came and we both noticed that the food on the hot table had been there some time and didn't look appetizing. So, she asked about getting some <dish>fresh orange chicken</dish> which was on the board but not on the hot table. She was rejected, they wouldn't make it for her. She left in a huff.  As I was paying for my meal, I noticed that he charged me $1 when the sign said 99 cents, kind of misleading, but because it was only a penny, I let it slide but my eyebrow lifted.  When I got my meal, I opened it to what looked like <dish>chicken rice noodles</dish>, so I brought it back because it wasn't <dish>pad Thai</dish>. I complained. We argued about it.  I took it back, had a bite and realized it was beef! Not what I ordered, so I took it back and complained and we argued more about it.  No satisfactory solution was made.  So, I ate what they served me. It was not <dish>chicken pad Thai</dish>. In fact, the vinegar that they put in the dish made it repulsive and not good to eat.   So, I will not be eating there again, EVER!  This is my warning to you...STAY AWAY, you eat here at your own peril.  This review is not funny because, there was no silver lining to this meal. I gave them a 1 on this review, because I could not give them anything less like a 0 or possibly more accurately a negative number.  So, you can't cook, you improvise, your food is stale, your argue with your customers, don't give us what we order, why are you still in business?  Goodbye forever, I will not miss you or feel sorry for you.",1
taXKuFldSoerm9SXrckh_w,"Worst dinning experience we have had for a long time. First, the service is awful. We waited for an hour before the food showed up. However, two tables coming after us got their food almost right away. When we got our food, they were ready to leave. The only thing I can think is they are Americans and we are not. The waitress took order from Chinese customers with a long face but smiled ear to ear at all American customers. Why?! And, food! The food they serve is the same as Asian Express Cafe, almost identical but price is triple. Two people $43. Worst of all, servers kept rubbing their noses with their fingers. We, for sure will never go back. How terrible it is when you are discriminated by your own people! Why don't they just put a sign on the door \American Only\""!""",1
k9byY47rtCCXaVPo9GyYPg,"Went here for <occasion>lunch</occasion> on Thursday and went back again for <occasion>dinner</occasion> on Friday. It was just that good!   We had the same order both times:  <dish>Chicken Biryani</dish> - Rice and chicken slow cooked with spices and aromatics, done perfectly here with actual pieces of chicken! <dish>Haleem</dish> - Beef and lentil stew, again slow cooked served with fried onions and aromatics <dish>Bihari Kabab</dish> - seriously spiced and  marinated melt in your mouth beef cooked to perfection  The above plus a can of coke was $21 so super reasonable and we brought <dish>biryani</dish> and <dish>haleem</dish> home for lunch the next day.   The place is not fancy by any means but the owner takes great pride in his establishment. The servers are wearing clean uniforms and the tables are wiped and cleaned promptly. The parking is plenty. Im planning on making some catering orders from this guy so Ill update soon.   Apparently the <dish>fried fish</dish> and <dish>reshmi kabab</dish> are also winners...will try the next time!",1
dpL2gSa1HHPeDX1cWdWH4g,"A fellow patron wearing pajamas and slippers felt comfortable saying to me, \That wig looks good. Just get it in a more gold and brown color. That'll look better on you.\""  She was cool and honest. And this is why I miss the east side. When we first moved to Vegas it was to an apartment complex near Sahara and Nellis. Our U-Haul was awkwardly parked in the cramped lot and my sunburnt 1984 Honda Civic fit right in. As we returned from the front office with the keys to our apartment, the neighbors watching us from their porch offered up an ice cold Bud Light, \""It's hot as hell out here.\""   I live for unsolicited conversational opportunities, and these occasions abound in Beauty Warehouse. I don't recall hearing any music over the speakers, but the banter of the ladies in the beauty shop in the back of the store filled the place. As my teenage wig attendant said, \""They're like that all the time, having a good time. They're hilarious.\""   So I left with three synthetic wigs, one eyeshadow compact ($1.99), one lip gloss compact ($1.99) and one fantastic, sparkly purple eyeliner pen ($1.99). Two of the wigs were on sale, 50% off of $25-35. My total bill was around $60.   The most notable aspect of the store is its wig collection, some 150 awesome wigs on display, with the most expensive being just over $100. The attendant was happy to let me try on a dozen of them. We had heard about this place through a wig shop located in the Indoor Swap Meet, whose wigs are $250-350 (beautiful, but not what I needed).  The Beauty Supply Warehouse also has tons of hair dyes and curly-haired products such as Grapeseed oil, all at reasonable prices. The service is friendly and the place is packed with products. It's 100% unpretentious.""",0
4dKAogoQcazGB0dgKHJ3zw,<restaurant>Ploy Thai</restaurant> is fabulous. The food is wonderful and the service is really great! The owner is so kind and attentive. I highly recommend <restaurant>ploy Thai</restaurant>!,1
g62TXcQXbSnR0uzOuSVxjQ,"Favorite plus size store!  So some of the clothes are clearly meant for a teen audience and some are cheaply made and will fall apart in the machine or shrink in the dryer. But if you buy knowing this, and act accordingly, you can leave with trendy clothes that actually fit and are not intended for nerdy moms in Iowa.   So here is my advice: 1- wash all thin/delicate tops in the bath regardless of the handling instructions  2-buy a bigger size pants if the ones you try on are snug when you sit down 3- don't dry any clothes from here on high heat-- use low or air dry  If you follow these instructions you will love your Torrid wardrobe. And don't forget if you are 24+ they have larger options online.",0
uet3BcIwFW487z_xtePsrw,"Fun, inexpensive place to hang out. Enjoyed our evening with friends!  Can't wait until they have food.",0
EM3MYJEsbMkzLV3P0rY69g,This is one of the worst Italian restaurants I've ever eaten at. The waitress however was really sweet. The food was sooooooo salty & absolutely disgusting! The chef needs to ease up on the salt! We ordered 3 <dish>bruschettas</dish> for two of us & guess what? It came with no side plates!! What a mess!,1
XVVKXBlmlsbALqDJ2rSo3A,I was so very pleased to find this community. The staff is superb. Big shout out to Jerry. I would greatly recommend this community to anyone.I wish I had found them sooner.,0
endWkodwcsppACM49TR0dw,"My cat is 16-years-old and she has seen Dr. Steelman almost all of her life.  Dr. Steelman is the best vet I have ever had and I am 67 so I have seen more than my share.  She is very concerned about my cat's well-being.  She has always taken the best care of her.  Now that my cat is so old, she needs Dr. Steelman more than ever to deal with her joint issues.  Yes, Dr. Steelman does have many cats residing in her practice.  They are not aggressive.  In fact, they are very docile and very clean.  My cat does not like other cats but she tolerates the waiting room just fine.  You can be sure that if any cat appears to you like it has infection, Dr. Steelman is giving it antibiotics or other treatment so it could not spread to other kitties.  If the people that talked about the cats having dripping eyes had the same compassion that Dr. Steelman has, they would not make remarks like this.  Who would these kitties have if they did not have Dr. Steelman.  I have never been treated like a number.  Yes it is a busy place but the receptionists are great and Dr. Steelman spends a lot of time with you and your pet.  Please do not hesitate to take your kitty to Dr. Steelman.  You won't be disappointed.",0
3glVZZh_vyZH1VvPU0307A,"I'd like to begin by stating how I consider myself a foodie. I'm a frequent yelp user when it comes to reading reviews in particular cuisines to narrow down my options. Although this is my first yelp review, when it comes to Italian cuisine I strongly do not recommend this franchise. Anyone that wants quality Italian dishes should not come here. Although the staff is friendly and knowledgable, the food quality is atrosous. Both pasta dishes my partner and I ordered were extremely salty and inedible. I could go into further detail, but rather not. Moral of the story, save your time and money. This should not be part of blogto's top 10.",1
ZRXiDYV7GQ88miZERuQEqA,"They take your identification to buy a drink. Then you leave and realize they didn't give it back to you. Big scam! No reason to confiscate identification for a drink. Go anywhere else, for real.",1
LDKt0YcJdKwQsz19U6iJ3w,A real miracle worker.  The best chiropractor on the Eastside.  Very professional and is excellent at what he does.,0
r2Tdlv7XnltKAExPFZsg3Q,horrible. don't rent from here. go anywhere but this terrible place. they will charge your card randomly throughout the semester because they have your card info.,0
o9K4XEDK16T7LDYrKgstxA,"The <restaurant>Canal Club</restaurant> is a trendy restaurant in the Scott hotel. The decor gives off an island vibe, while still remaining sophisticated.   The service was very awkward. When we arrived we approached an empty hostess stand and waited five minutes or so until the hostess returned. No other employees offered to help us during this time. We had reservations and the hostess told us to \wait one moment\"" and then walked away. She didn't come back for a few minutes so we ordered drinks at the bar. We had to tell the bartenders our drink orders multiple times because they either didn't hear or us or didn't care to hear us (which I assume is the latter because they hardly looked our way). They did not seem to be very busy at this time. I ordered the <dish>Helen & Maude cocktail</dish> which is a coconut mojito and it was divine. I would go back just for this cocktail alone!   The hostess came back to tell us she was getting our table ready and then left again. When we saw her again a few minutes later she was picking up drinks from the bar, looked at us and said \""I guess you can just follow me.\"" Um, what?   Our server was incredibly sweet, but seemed to be a bit unprepared. He did not know much about the menu and did not know anything about the Restaurant Week menus placed at our table. We also had to ask repeatedly for extra silverware and menus- though this was probably the hostess's error and not his. We had a party of five and they had set the table for only three guests.   We ordered the <dish>tuna tostada</dish>, <dish>shrimp ceviche</dish>, and the <dish>chimmichurri steak</dish>. Everything was just average, and a bit salty. The one dish we did really love was the <dish>strawberry pie</dish>. It was nice and light with a flaky, buttery crust.   Although we were a bit disappointed with our experience, I wouldn't rule out trying the <restaurant>Canal Club</restaurant> again in the future. Especially for another <dish>Helen & Maude cocktail</dish>!""",1
qCa6yzzTOGuxPRL4GiGx1Q,LOVELY !! Always impressed. Have been a customer on and off at this salon for almost 10 years. Have used many of there stylists over the years and have always been satisfied . Staff are very professional and go the extra mile to make you feel special . Worth every pennie!!,0
GL7nUcdrk2PwFk0tAoCVyg,"There's a reason why One Price Moving is so highly reviewed. Jeff and his team are responsive, flexible...and you can't beat their pricing. They even recommended a great self-storage place (Storage West on Bell Road).  Keep up the great work, guys!",0
0NRW_aZUWvDsjh58fBq8OA,"Friendly service, great food, reasonable prices for Montreal. I ordered the <dish>risotto</dish> from the prix fixe menu and was not disappointed. My husband ordered the <dish>chicken scallopini</dish> and it was amazing. My daughter ordered the <dish>tortellini with butter and cheese</dish>, and the helpful waiter suggested a half portion. I would definitely go here again.",1
1SjeqwgRWQTFS8AkgGXqkg,"I've been hypnotized by Sandi many times, both live and recorded, and also attended several classes she's taught. I recently went through her new GastroBand Hypnosis(tm) class. My experiences with her have always been exceptionally good.  Sandi is an outstanding hypnotist, a great teacher, and she's very good at using NLP techniques (neurolinguistic programming - a type of hypnosis that uses things like unusual language patterns and many other things) to make her hypnosis sessions, her hypnosis recordings, and her classes as effective as they can be.  If you do even a little research into hypnosis, you'll find that it's not a \magic pill\"" that can force anyone to completely change their lives. If you don't want to make a change, hypnosis can't force you to make that change. But if you DO want to make a change, hypnosis can make it much easier for you to do whatever you need to do to change. The only requirements for you to be hypnotized and make powerful changes are that you want to make those changes and that you're willing and able to follow simple directions.  The GastroBand Hypnosis weight loss system is working very well for me in the week since I started it. I feel full after only eating a small amount. If I try to eat more, I soon feel overstuffed. It makes eating less food incredibly easy. I cut out 1/2 hour of TV and listen to Sandi's reinforcement CD before bed. It hypnotizes me and strengthens the weight loss hypnotherapy I got in my first live session with Sandi. As a bonus, it relaxes me and makes it very easy to go to sleep.  Sandi gets my highest recommendation as a professional and effective hypnotherapist and teacher.""",0
WkSE-Jpkv-0FyT3y11LspA,"I ordered a large <dish>Mini Cupcake Tray</dish> from out-of-town with a special delivery. The Manager Gwyneddh Jones made sure my selection was what the guests would enjoy & made a special after hours delivery. Also, ordered a <dish>Bake Goods selection</dish> for Hotel guests which they loved!",1
8lpf_Vsliruu9B2DwavvsQ,"This is my first time using this branch location. Upon entering the bank we were immediately greeted and seated with bottle water. The asst branch manager was very professional, nice and handled the transaction efficiently. I will definitely be returning.",0
EnnADf1auTfcdmMVTuwrQw,"Set up tour with River Dogz through Groupon, the process was simple and easy to complete.  The week before our event, I was contacted by the owner (Matt) to coordinate Pick-Up time and location (they came right to our hotel). The dive to Black Canyon was smooth, had great conversations with driver (ended up being one of the tour guides) about the area and wildlife.  Once we arrived at the beach where we would launch from, Matt walked through the process of assigning everyone (based on skill level) to appropriate kayaks and hydro bikes. The equipment was well maintained and exceeded expectations for quality! My group of 6 guys, combined with a group of 2 couples stayed together with 2 guides (including Matt). we paddled for about 2 hours before stopping for lunch (provided by River Dogz). Also, along the way, snacks and waters were provided too.  Matt and his team of expert guides helped with excellent photo ops, pointing out and stopping at great locations with excellent views.  10/10 would recommend River Dogz for any visitors or locals if you are looking for off-the-strip attractions.",0
gn-pwBK7Yitj6YPXNIvGsA,"For those missing Hawaii and have a sweet tooth, this is the place for you. The skinny  I placed an order a few weeks ago for my girlfriends birthday and she is always going on about guava cakes and rainbow cakes from back home. I found this plae after a quick yelp search and am supremely happy with the results. She made a custom <dish>guava cake</dish>, it was shaped like <dish>sushi rolls</dish> :-) one of best cakes I have ever had the guava was sweet but not overly sweet and the cake was soft and moist she added a few shots of lilikoi cups. I had issues with my car for pick up and she was sweet enough to deliver for a fee which was worth it for me. The cake was about 20$ and I would have paid more for quality.  The bad  Nothing she is amazing!!! Overall  If you are wanting to try something new for a change and or have to pick up a traditional cake she does amazing work and look for the yelp deals they usually have one.",1
fqKsexjFQtZh1-jpjbqYUQ,"Having lived in San Diego for over 20 years I cannot and should not complain about the AZ emissions standards. AT $17 for a test and a wait time of 27 minutes from entering the line to exiting I should be happy that its a two year process. The service I received was not bad it was just slow...I think the guy doing my testing was in training. Either way it was relatively painless and cheap, efficient and friendly staff.",0
